,bricks_layout,ball_start_x,timestamps_to_win,gamma,start_epsilon,epsilon,max_episode_num,current_episode_num,reward_system,policy_found_in_s,brick_length,run
0,RainbowStaircase,2,118,0.98,0.05,0.018394431,40000,40000,normal,32,15,1
0,RainbowStaircase,2,136,0.98,0.05,0.018394431,40000,40000,normal,40,15,1
0,RainbowStaircase,2,136,0.98,0.05,0.018394431,40000,40000,normal,35,15,1
