bricks_layout,ball_start_x,timestamps_to_win,gamma,start_epsilon,epsilon,max_episode_num,current_episode_num,reward_system,policy_found_in_s,brick_length
PrideRectangle_BR_5,2,342,0.98,0.01,0.0036788862,40000,40000,normal,152,35
PrideRectangle_BR_5,2,256,0.98,0.03,0.011036659,40000,40000,normal,209,35
PrideRectangle_BR_5,2,252,0.98,0.05,0.018394431,40000,40000,normal,256,35
PrideRectangle_BR_5,2,1000,0.98,0.1,0.036788862,40000,40000,normal,336,35
PrideRectangle_BR_5,2,1000,0.98,0.3,0.11036659,40000,40000,normal,441,35
