bricks_layout,ball_start_x,timestamps_to_win,gamma,start_epsilon,epsilon,max_episode_num,current_episode_num,reward_system,policy_found_in_s,brick_length
PrideRectangle_BR_3,2,176,0.9,0.05,0.018394431,40000,40000,normal,137,21
PrideRectangle_BR_3,2,1000,0.95,0.05,0.018394431,40000,40000,normal,148,21
PrideRectangle_BR_3,2,196,0.98,0.05,0.018394431,40000,40000,normal,154,21
PrideRectangle_BR_3,2,1000,1.0,0.05,0.018394431,40000,40000,normal,196,21
