model,test_score_mean,test_score_std,fit_time_mean,fit_time_std,score_time_mean,score_time_std,parameter_num,hidden_layer_sizes,activation_function,learning_rate,num_iter
"MLP-sigmoid-0.001-(64, 32, 32)",0.9599665316577081,0.03053550461886541,12.044374942779541,1.3597764491947368,0.0034963607788085936,0.00029514191731903384,5186.0,"(64, 32, 32)",sigmoid,0.001,206.6
"MLP-sigmoid-0.01-(5,)",0.9782165955206998,0.013731908280127011,0.8495112419128418,0.30556894127353357,0.0033822059631347656,0.0003660664298130568,167.0,"(5,)",sigmoid,0.01,29.4
"MLP-sigmoid-0.01-(32,)",0.9736342504974533,0.016618538749209537,0.5884275436401367,0.2728752198796655,0.0030997753143310546,0.00010523490356858037,1058.0,"(32,)",sigmoid,0.01,20.8
"MLP-sigmoid-0.01-(16, 16)",0.9651503392811568,0.017472125023888445,1.2437985420227051,0.5319936007775076,0.003064250946044922,0.0001872634047474831,802.0,"(16, 16)",sigmoid,0.01,32.2
"MLP-sigmoid-0.01-(10, 5, 5)",0.9740176354643545,0.016009080023104097,3.5628565311431886,0.5925550443392089,0.0032142162322998046,0.0003056015308194729,407.0,"(10, 5, 5)",sigmoid,0.01,68.0
"MLP-sigmoid-0.01-(16, 8, 8)",0.9651503392811568,0.017472125023888445,2.655528497695923,0.812475014956901,0.003656482696533203,0.0005178669008146162,722.0,"(16, 8, 8)",sigmoid,0.01,50.4
"MLP-sigmoid-0.01-(64, 32, 32)",0.9730041947126449,0.026898790924629126,2.21426944732666,0.7074168607254812,0.004422950744628906,0.00032821853317654607,5186.0,"(64, 32, 32)",sigmoid,0.01,37.6
"MLP-sigmoid-0.1-(5,)",0.9569821397027279,0.029680769014860536,0.39255824089050295,0.07658493304176878,0.003722858428955078,0.0005656766738537562,167.0,"(5,)",sigmoid,0.1,13.4
"MLP-sigmoid-0.1-(32,)",0.9649587480719509,0.017559393889918853,0.4198477268218994,0.1517612444325715,0.003820943832397461,0.0006694513400641136,1058.0,"(32,)",sigmoid,0.1,14.6
"MLP-sigmoid-0.1-(16, 16)",0.9651503392811568,0.017472125023888445,0.5565440654754639,0.16910414510597438,0.0035340309143066405,0.0006208718713106982,802.0,"(16, 16)",sigmoid,0.1,13.8
"MLP-sigmoid-0.1-(10, 5, 5)",0.9569821397027279,0.029680769014860536,0.9523215770721436,0.11730826227858379,0.0036119461059570313,0.00035713156913217857,407.0,"(10, 5, 5)",sigmoid,0.1,18.0
"MLP-sigmoid-0.1-(16, 8, 8)",0.9610289631483135,0.02087637776079094,0.8374974727630615,0.2314744740296352,0.0034056186676025392,0.00045582553228830385,722.0,"(16, 8, 8)",sigmoid,0.1,16.6
"MLP-sigmoid-0.1-(64, 32, 32)",0.9691577081282963,0.01779558339139961,0.8949834823608398,0.16507031624986693,0.004069805145263672,0.0009012632385894012,5186.0,"(64, 32, 32)",sigmoid,0.1,15.2
"MLP-sigmoid-0.5-(5,)",0.9610289631483135,0.02087637776079094,0.3675252437591553,0.0778924414794358,0.0035295963287353517,0.0005191654731195148,167.0,"(5,)",sigmoid,0.5,12.4
"MLP-sigmoid-0.5-(32,)",0.9249965126068691,0.05202806508054397,0.3834381580352783,0.08884327279032625,0.0032796859741210938,0.00038149756091612817,1058.0,"(32,)",sigmoid,0.5,12.4
"MLP-sigmoid-0.5-(16, 16)",0.969243699231902,0.017610169782727076,0.515993070602417,0.06298735792577263,0.0030000686645507814,0.00011729335365807477,802.0,"(16, 16)",sigmoid,0.5,12.6
"MLP-sigmoid-0.5-(10, 5, 5)",0.3917131942403761,0.002938583602703515,0.5728442192077636,0.0693796422272143,0.0034552097320556642,0.00034073658275207973,407.0,"(10, 5, 5)",sigmoid,0.5,11.0
"MLP-sigmoid-0.5-(16, 8, 8)",0.860746971507715,0.23563469066453002,0.8147763252258301,0.2074424210400834,0.0031167030334472655,0.00012873522395220427,722.0,"(16, 8, 8)",sigmoid,0.5,16.4
"MLP-sigmoid-0.5-(64, 32, 32)",0.3917131942403761,0.002938583602703515,1.7812817573547364,0.3212875431195764,0.0033120632171630858,0.0003496614530417083,5186.0,"(64, 32, 32)",sigmoid,0.5,30.2
